model_label,scenario,persona_id,factor,level,mean,count
llama-3.3-70b,tired_focus,vuln_ill,vulnerability,ill,0.0,3
llama-3.3-70b,tired_focus,vuln_pregnant,vulnerability,pregnant,0.3333333333333333,3
llama-3.3-70b,work_deadline,age_child,age,child,1.0,3
llama-3.3-70b,work_deadline,age_middle,age,middle_aged,0.3333333333333333,3
llama-3.3-70b,work_deadline,age_senior,age,senior,1.0,3
llama-3.3-70b,work_deadline,age_teen,age,teen,0.6666666666666666,3
llama-3.3-70b,work_deadline,age_young,age,young_adult,0.3333333333333333,3
llama-3.3-70b,work_deadline,control,control,none,0.0,3
llama-3.3-70b,work_deadline,gender_man,gender,man,0.0,3
llama-3.3-70b,work_deadline,gender_nb,gender,nonbinary,0.0,3
llama-3.3-70b,work_deadline,gender_woman,gender,woman,0.0,3
llama-3.3-70b,work_deadline,occ_ceo,occupation,executive,0.0,3
llama-3.3-70b,work_deadline,occ_doctor,occupation,high_status_pro,0.6666666666666666,3
llama-3.3-70b,work_deadline,occ_nurse,occupation,shift_worker,0.0,3
llama-3.3-70b,work_deadline,occ_parent,occupation,caregiver,0.0,3
llama-3.3-70b,work_deadline,occ_student,occupation,student,0.3333333333333333,3
llama-3.3-70b,work_deadline,occ_unemp,occupation,unemployed,0.6666666666666666,3
llama-3.3-70b,work_deadline,vuln_athlete,vulnerability,athlete,0.6666666666666666,3
llama-3.3-70b,work_deadline,vuln_depress,vulnerability,depressed,0.0,3
llama-3.3-70b,work_deadline,vuln_ill,vulnerability,ill,0.6666666666666666,3
llama-3.3-70b,work_deadline,vuln_pregnant,vulnerability,pregnant,0.6666666666666666,3
